DATE;Tair_min;Tair_max;Tair_mean;RG_sum;PPT_sum;RHair_min;RHair_mean;RHair_max;WS_mean
21/04/2015;6.205;23.32;13.8316875;25.5909816;0;36.03;72.3;100;1.9
22/04/2015;6.605;20.4;13.141;20.0064474;0.2;39.6;69.9;100;2
23/04/2015;9.41;22.24;15.875625;18.5066946;0;45.1;65.5;85.9;4.7
24/04/2015;9.65;23.62;16.78145833;25.042149;0;36.86;62.9;88.94;2.7
25/04/2015;12.7;16.88;14.16020833;3.9398742;2.6;80.6;94.1;100;3.5
26/04/2015;12.71;14.35;13.72229167;1.5321816;16.8;96;97.7;99.4;3.5
27/04/2015;11.09;15.4;12.444375;5.4165024;21.8;59.29;85.5;100;5.9
28/04/2015;4.175;16.77;12.18735417;26.5553046;0;36.67;52.2;67.73;7.7
29/04/2015;2.387;17.46;11.6400625;19.3367106;0;33.06;53.9;74.74;3.2
30/04/2015;4.387;20.03;13.313125;24.5423826;0;42.96;67;91.04;1.6
01/05/2015;9.41;19.08;14.76354167;8.3115702;1.2;67.61;87.6;100;2
02/05/2015;13.79;23.02;17.84979167;21.6623178;0;50.59;68.3;86.01;2.4
03/05/2015;14.3;21.49;17.270625;14.6972142;0.6;64.01;82.8;100;1.9
04/05/2015;13.11;20.31;15.985625;11.1808278;0;59.94;79.9;99.86;2.4
05/05/2015;12.78;23.72;17.53125;13.1340996;0;43.88;70.8;97.72;2.9
06/05/2015;10.32;23.52;17.59979167;27.2346102;0;38.62;52.6;66.58;4.7
07/05/2015;8.38;24.27;15.90625;28.2263382;0;25.99;50.6;75.21;2
08/05/2015;9.37;23.12;16.70833333;19.1584188;0;40.77;61.3;81.83;3.7
09/05/2015;14.9;24.67;19.13875;28.4739948;0;33.7;51.8;69.9;6.2
10/05/2015;8.64;28.29;18.37958333;27.1697706;0;20.76;52.1;83.44;1.8
11/05/2015;9.36;27.12;17.871875;26.728452;0;22.64;61.4;100;1.7
12/05/2015;8.86;24.26;16.6375;27.332973;0.4;42.46;68.3;94.14;1.8
13/05/2015;10.15;25.12;17.30083333;21.8003076;0;45.4;76.1;100;1.1
14/05/2015;12.26;28.93;18.89916667;23.3549028;0;35.62;65.2;94.78;3.9
15/05/2015;9.73;18.03;13.354375;18.8006166;0;42.72;57.5;72.28;7.4
16/05/2015;13.37;23.37;17.796875;26.5777092;0;35.54;54.4;73.26;8.9
17/05/2015;15.36;26.71;20.63021277;29.3201028;0;27.34;44.9;62.46;7
18/05/2015;7.838;28.1;19.05741667;29.42262;0;23.88;52.1;80.32;2.9
19/05/2015;11.19;19.46;15.36708333;14.8413168;2;45.28;60;74.72;6.3
20/05/2015;9.31;18.17;12.928125;25.6942872;0;29.97;50.5;71.03;6.5
21/05/2015;8.63;19.75;14.13625;30.1139388;0;24.48;40.8;57.12;7.8
22/05/2015;11.18;23.5;17.30625;30.2528808;0;21.66;37.7;53.74;7.6
23/05/2015;13.59;22.26;18.01666667;18.3937032;0;27.75;41.8;55.85;7.1
24/05/2015;14.46;25.17;19.64479167;24.0150906;0;30.71;43.9;57.09;5.5
25/05/2015;11.38;24.69;19.413125;29.4234858;0;36.54;51.9;67.26;6.3
26/05/2015;11.07;22.51;17.52354167;24.5869848;0;32.03;47.8;63.57;7.5
27/05/2015;5.957;27.35;18.31125;30.8466018;0;15.41;36.2;56.99;6.6
28/05/2015;5.728;27.95;17.8503125;30.6214398;0;19.6;49.4;79.2;3.1
29/05/2015;8.47;26.05;18.37270833;26.3594538;0;37.13;60.7;84.27;1.8
30/05/2015;12.37;26.28;20.40229167;29.3841144;0;32.31;51.1;69.89;5.1
31/05/2015;13.49;27.67;20.09604167;30.4174512;0;25.92;49.8;73.68;2.6
01/06/2015;12.96;27.18;19.7625;26.7170256;0;41.37;60.4;79.43;2.5
02/06/2015;13.13;29;20.60229167;29.8000692;0;36.01;64.3;92.59;1.4
03/06/2015;14.44;30.2;22.39729167;26.3075868;0;39.9;64.6;89.3;1.6
04/06/2015;15.2;30.99;23.25375;29.2684896;0;35.65;64.1;92.55;1.5
05/06/2015;13.17;30.59;21.98645833;29.9559456;0;22.02;55.2;88.38;1.9
06/06/2015;11.13;33.48;24.7275;29.6065386;0;24.77;47;69.23;2.8
07/06/2015;15.53;32.59;24.16604167;23.1453738;0;28.12;52.9;77.68;2.3
08/06/2015;14.62;31.46;20.744375;21.0442572;8.2;33.11;75.5;100;2.1
09/06/2015;15.2;27.48;20.10583333;21.962565;34.2;49.96;81.4;100;2.3
10/06/2015;15.22;25.42;19.76854167;19.9520748;0.2;62.66;84.7;100;2.8
11/06/2015;16.5;26.88;21.50104167;27.0112428;0.2;47.04;73.6;100;3.4
12/06/2015;12.47;20.21;16.41375;3.1054734;31.4;69.97;90.8;100;2
13/06/2015;11.79;24.97;17.97208333;19.5913818;0;59.97;85.5;100;1.9
14/06/2015;14.48;22.9;18.56520833;17.8934112;4.2;55.64;79.9;100;2.7
15/06/2015;14.58;25.99;21.17875;29.0942586;0;39.58;56.2;72.82;4.8
16/06/2015;16.45;23.97;19.24583333;16.9307676;2.6;54.36;67.5;80.64;5.6
17/06/2015;17.52;26.87;21.43583333;30.0996864;0;36.64;47.5;58.36;7
18/06/2015;15.74;28.96;22.66958333;30.1616154;0;37.67;50.3;62.93;6.4
19/06/2015;16.48;27.1;22.46520833;29.0574342;0;36.8;51.2;65.6;7.3
20/06/2015;15.39;28.8;22.24854167;30.7972314;0;26.91;44.5;62.09;5.8
21/06/2015;12.2;30.24;21.14;29.5012278;0;30.32;55.1;79.88;2.6
22/06/2015;12.67;28.99;21.01520833;30.163167;0;38.59;63.8;89.01;1.6
23/06/2015;13.39;28.37;21.56;29.6803872;0;23.08;53.6;84.12;4.1
24/06/2015;7.525;28.85;19.049375;31.7253492;0;19.11;54.5;89.89;2.5
25/06/2015;12.02;28.68;20.25416667;30.239307;0;33.56;61.7;89.84;1.5
26/06/2015;13.7;32.23;22.67291667;29.975922;0;27.03;55;82.97;1.8
27/06/2015;15.8;32.29;25.36041667;30.065103;0;30.74;48.6;66.46;4.8
28/06/2015;14.2;34.25;25.91270833;31.1887908;0;21.53;45.7;69.87;3.8
29/06/2015;18.18;34.3;26.59520833;30.8120184;0;26.36;44.9;63.44;2
30/06/2015;15.38;30.61;23.91729167;30.2876316;0;39.43;59.7;79.97;2.2
01/07/2015;15.52;30.36;22.828125;29.3509998;0;38.41;64;89.59;2.3
02/07/2015;16.93;31.36;23.98270833;25.5940812;0;30.21;56.5;82.79;1.9
03/07/2015;16.85;32.96;24.94666667;28.6615638;0;28.39;51.3;74.21;2.4
04/07/2015;17.86;32.97;25.61416667;28.4259312;0;27.96;50.2;72.44;2.2
05/07/2015;17.96;34.22;25.85541667;26.9418924;0;36.98;61.3;85.62;2.3
06/07/2015;19.76;35.22;27.0975;28.4149998;0;39.57;64.6;89.63;1.9
07/07/2015;19.93;33.57;26.89770833;28.0388142;0;50.65;68.1;85.55;2.3
08/07/2015;20.02;28.95;24.53104167;30.299337;0;25.8;43.2;60.6;8.1
09/07/2015;16.3;33.19;24.82354167;30.9973644;0;18.22;35.4;52.58;5.4
10/07/2015;11.11;31.61;22.79104167;30.1481334;0;26.63;54;81.37;2.6
11/07/2015;16.34;34.34;26.414375;28.415718;0;30.3;50.9;71.5;6.6
12/07/2015;20.34;34.72;28.051875;30.119355;0;23.78;37;50.22;6.4
13/07/2015;18.82;34.32;27.11791667;21.8936808;0;23.38;34.7;46.02;5.3
14/07/2015;17.98;36.75;28.92416667;29.723319;0;19;36;53;5.5
15/07/2015;16.09;36.09;26.100625;29.252844;0;25.5;49.5;73.5;1.9
16/07/2015;16.89;31.94;24.55041667;27.2626488;0;36.97;64.4;91.83;2.1
17/07/2015;17.7;32.02;24.76625;27.8403714;0;37.8;65.3;92.8;1.8
18/07/2015;18.24;33.8;25.393125;26.5600494;0;29.19;58.8;88.41;2.2
19/07/2015;17.88;34.79;27.109375;28.7080632;0;31.02;52.6;74.18;3.3
20/07/2015;22.66;36.63;29.65104167;29.4433308;0;26.62;41.6;56.58;4.8
21/07/2015;19.87;36.25;27.826875;28.8623376;12.4;30.62;56.6;82.58;2.2
22/07/2015;18.66;30.48;24.67229167;20.256633;0;49.57;70.3;91.03;5.1
23/07/2015;19.95;33.94;27.39083333;29.3185746;0;29.75;46.3;62.85;5.9
24/07/2015;16.73;33.69;25.94875;26.4088836;0;27.37;52.5;77.63;3.1
25/07/2015;18.99;28.29;23.48458333;28.7753184;0;27.95;42.7;57.45;7.5
26/07/2015;12.71;31.43;23.93416667;27.6398334;0;22.42;41.2;59.98;2.7
27/07/2015;20.2;28.39;24.453125;29.3066064;0;32.12;46.6;61.08;5.9
28/07/2015;17.89;29.62;23.63666667;29.236077;0;30.82;45.1;59.38;5.4
29/07/2015;16.68;30.25;24.17020833;24.8067036;0;40.82;55.4;69.98;4
30/07/2015;11.03;24.42;19.23270833;8.5738806;0.6;28.98;61.2;93.42;4
31/07/2015;9.01;29.95;19.43854167;23.21001;10.4;19.69;57.8;95.91;2
01/08/2015;14.32;27.51;20.48729167;23.510529;0.2;39.87;68.8;97.73;3.8
02/08/2015;12.95;29.6;21.51291667;28.3984308;0;36.16;60.5;84.84;2.2
03/08/2015;13.32;31.96;23.421875;28.063719;0;31.56;60.2;88.84;1.9
04/08/2015;19.33;32.64;25.248125;23.1485526;1.4;41.32;67.8;94.28;3.6
05/08/2015;17.05;34.19;25.11958333;27.251811;0;34.37;62.5;90.63;1.9
06/08/2015;17.11;34.43;25.13708333;27.4999374;0;26.79;60.2;93.61;1.9
07/08/2015;17.17;34.79;26.38125;26.1655074;0;29.37;58.5;87.63;1.9
08/08/2015;16.48;31.21;23.0675;13.4510778;13;43.08;72.4;100;5.4
09/08/2015;16.4;26.19;20.69041667;25.1081514;0.2;43.4;64.1;84.8;7.1
10/08/2015;16.21;29.59;22.83729167;20.1141288;0;40;56.8;73.6;6.7
11/08/2015;14.83;32.15;23.023125;26.3065914;0;33.74;62.8;91.86;1.6
12/08/2015;17;33.7;24.56125;26.481357;0;29.31;60.2;91.09;2
13/08/2015;16.34;23.47;18.59770833;4.8877506;29.8;72.83;91.1;100;2.6
14/08/2015;15.55;23.17;19.0575;19.6493202;0;51.03;70;88.97;5.9
15/08/2015;16.23;24.92;19.75520833;24.056469;0;38.71;54.2;69.69;6.3
16/08/2015;12.18;27.24;19.54229167;25.194744;0;29.56;52.9;76.24;4.1
17/08/2015;11.27;27.28;20.5675;26.0955936;0;33.14;52;70.86;3.5
18/08/2015;11.32;27.2;20.18166667;24.494112;0;31.45;51.9;72.35;4.2
19/08/2015;12.55;28.39;21.64354167;24.7196646;0;27.72;46.7;65.68;4.6
20/08/2015;11.84;30.43;21.35333333;25.9580952;0;27.6;53.5;79.4;3
21/08/2015;12.64;30.93;21.70958333;24.8100336;0;32.53;57.5;82.47;1.7
22/08/2015;14.59;27.3;21.43604167;23.7096594;0;39.75;65.9;92.05;2.9
23/08/2015;16.61;20.81;18.679375;5.058558;91.8;81.3;93;100;3.3
24/08/2015;15.02;24.16;19.68666667;22.4422938;0;44.09;70.8;97.51;4.7
25/08/2015;12.37;26.8;19.44895833;25.0085736;0;37.8;58.5;79.2;2
26/08/2015;11.95;26.72;19.025625;24.7476618;0;42.3;74.7;100;2.1
27/08/2015;14.56;24.14;19.08770833;11.0752416;0;66.04;86.9;100;2.3
28/08/2015;17.6;27.36;21.64229167;22.167486;0;54.42;80.3;100;1.5
29/08/2015;15.21;28.35;21.10916667;23.8476006;0;37.48;71.7;100;1.5
30/08/2015;14.19;28.23;20.22958333;23.9139252;0;50.44;71.2;91.96;2
31/08/2015;15.38;27.54;20.70041667;13.4390898;17.4;54.53;81.9;100;2.8
01/09/2015;14.61;25.75;20.14770833;19.2616614;2.2;52.18;75.4;98.62;4.2
02/09/2015;11.59;24.62;17.99604167;21.35331;0;36.13;64.9;93.67;3.7
03/09/2015;13.57;24.03;18.75354167;15.4345248;0;45.27;64.2;83.13;2.7
04/09/2015;14.51;24.18;19.03145833;19.6528374;0;29.41;50.8;72.19;4.5
05/09/2015;9.37;22.03;16.74416667;23.3068842;0;33.25;48.7;64.15;4.5
06/09/2015;10.52;23.98;17.54770833;22.2272784;0;35.73;50.4;65.07;5.2
07/09/2015;7.028;23.98;15.10985417;22.8653946;0;36.87;62.2;87.53;2.7
08/09/2015;6.875;24.27;15.26302083;22.3192764;0;35.55;67.4;99.25;1.7
09/09/2015;9.7;25.14;16.285;22.0979772;0;36.97;67.5;98.03;1.2
10/09/2015;9.12;24.33;16.131875;15.9935994;0;45.76;79.3;100;1
11/09/2015;13.11;23.06;18.26958333;14.576256;5.4;61.91;84.3;100;3.1
12/09/2015;16.72;19.2;18.4975;1.2088368;20;94.5;97.1;99.7;5.1
13/09/2015;15.15;21.06;18.216875;8.4650724;1;81.9;93.9;100;2.3
14/09/2015;12.21;21.32;16.73958333;18.4763808;0.2;50.72;74;97.28;2.7
15/09/2015;11.81;19.54;15.53708333;4.4121744;1;76.69;88.6;100;2.5
16/09/2015;18.98;23.06;20.61854167;7.7444856;0.4;79.32;89.3;99.28;5
17/09/2015;16.17;22.15;18.671875;16.6570974;0;45.41;66.5;87.59;4.8
18/09/2015;12.4;22.28;17.1425;20.0372058;0;43.3;59.9;76.5;4.5
19/09/2015;13.29;20.8;16.85979167;17.1099522;0;46.68;60.3;73.92;4.2
20/09/2015;7.782;24.85;16.83691667;20.6203518;0;36.77;58.5;80.23;5
21/09/2015;6.198;24.9;16.46816667;20.2915656;0;38.83;63.7;88.57;3.3
22/09/2015;13.73;19.48;16.42416667;10.2036726;0;55.39;65.8;76.21;4.3
23/09/2015;11.94;19.16;14.87666667;18.9471708;0;40.47;54;67.53;5.7
24/09/2015;9.67;23.14;16.475;19.421784;0;38.58;54.1;69.62;6.3
25/09/2015;7.997;24.04;15.79764583;18.2648862;0;41.27;63.7;86.13;5
26/09/2015;7.232;23.4;14.8389375;17.9489196;0;39.98;71.1;100;2.2
27/09/2015;8.87;22.46;15.08229167;15.2646192;0;46.55;75.9;100;1
28/09/2015;9.54;23.02;16.29;15.926112;0;49.99;69.7;89.41;0.9
29/09/2015;10.48;16.95;13.60020833;6.0107004;0;54.49;72.3;90.11;1.4
30/09/2015;7.462;19.58;13.7885;10.6617726;0;44.49;69.7;94.91;2.2
01/10/2015;6.21;20.64;12.495125;16.0924698;0.6;49.59;80.3;100;1.4
02/10/2015;10.58;20.84;14.65229167;13.6742508;0;47.36;77.4;100;1.9
03/10/2015;6.777;17.66;13.15385417;3.446595;15.6;66.31;87.2;100;1.8
04/10/2015;4.845;17.58;12.15427083;10.8802458;0;57.26;80.4;100;1.4
05/10/2015;12.4;19.69;15.95145833;6.094503;0;69.62;84.6;99.58;1
06/10/2015;16.34;22.8;18.33145833;10.360548;1.8;63.11;83.5;100;2.2
07/10/2015;11.67;19.35;15.57083333;15.0409512;0;46.33;60.1;73.87;5
08/10/2015;7.043;20.16;13.99427083;15.1407954;0;42.93;68.2;93.47;3.2
09/10/2015;6.242;20.16;12.79775;12.2354244;0;55.45;81.7;100;1.2
10/10/2015;8.44;23.96;14.92770833;15.7874364;0.2;39.67;77;100;1.6
11/10/2015;7.732;21.08;13.60254167;15.9623118;0;47.98;80;100;1.1
12/10/2015;12.05;15.51;13.50395833;3.617469;11.4;84.6;92.9;100;1.1
13/10/2015;8.99;18.2;14.10895833;4.8656322;3;73.29;90.9;100;2.7
14/10/2015;3.68;14.14;8.751916667;15.1972218;0;45.48;62.9;80.32;6.8
15/10/2015;1.532;11.22;7.5925;13.5298116;0;56.4;66.5;76.6;5.4
16/10/2015;-1.685;15.01;6.214333333;14.9005134;0.2;42.3;71.5;100;2.9
17/10/2015;0.123;14.62;7.65975;13.5157698;0;52.94;78.1;100;1.1
18/10/2015;8.6;12.8;11.07125;1.6271658;4.4;83;96.1;100;1.5
19/10/2015;6.075;18.38;12.42604167;10.004859;0;67.02;89.5;100;1.2
20/10/2015;3.922;15.93;8.873041667;9.4561704;0.2;60.83;87.5;100;3.4
21/10/2015;3.332;17.32;10.9165625;13.8749778;0;44.24;62.6;80.96;5.7
22/10/2015;10.62;16.33;12.99354167;13.2518052;0;54.21;61.2;68.19;7.5
23/10/2015;8.41;20.46;13.54979167;13.6716822;0;51.02;72.9;94.78;3.4
24/10/2015;7.347;16.14;11.0085625;5.059872;0;79.32;91.1;100;1.2
25/10/2015;8.31;20.98;13.34395833;11.102319;0;55.31;84.4;100;1.3
26/10/2015;9.68;16.1;13.52875;3.308184;9.2;83;92;100;3.2
27/10/2015;13.26;15.6;14.44916667;0.4103064;26;96.2;97.4;98.6;5.9
28/10/2015;9.84;16.35;13.879375;6.741891;29.6;55.92;83.9;100;2.8
29/10/2015;4.772;18.67;10.87404167;10.7616204;0;52.05;84.1;100;2.7
30/10/2015;5.177;19.25;10.56120833;12.0614922;0.2;55.87;86.1;100;1.4
31/10/2015;6.568;19.21;11.09022917;11.8442232;0.2;54.14;85.7;100;2
01/11/2015;4.965;19.34;10.09954167;11.6030718;0;45.04;82.9;100;1.2
02/11/2015;4.898;15.46;11.58733333;3.9165714;5.6;59.11;80.1;100;6.7
03/11/2015;11.44;16.63;14.43020833;4.9277628;60.4;86.8;94.4;100;7.2
04/11/2015;13.3;16.06;14.27520833;3.8427588;5;91.1;97;100;1.6
05/11/2015;12.25;18.54;14.09520833;8.4514896;0;71.25;93.5;100;0.7
06/11/2015;9.94;21.32;14.04395833;10.3458888;0.2;62.23;90.7;100;1
07/11/2015;8.31;19.61;12.91958333;10.5802074;0;66.81;91.2;100;0.8
08/11/2015;9.62;14.28;12.44229167;2.7102078;0.4;94.7;98.4;100;1
09/11/2015;11.31;22.36;15.98576433;9.7647372;0.2;56.727668;81.6;100;3
10/11/2015;8.941314;19.101378;13.451208;10.815363;0;49.915402;77.3;100;2.6
11/11/2015;5.587059;17.083704;10.45378001;10.343871;0.2;66.600816;90.8;100;0.6
12/11/2015;6.3429186;16.254102;10.31463818;9.7536078;0;54.161474;89.2;100;0.7
13/11/2015;7.876146;16.510152;11.99876438;9.534978;0;66.611122;80.3;93.988878;4
14/11/2015;6.7157274;17.21685;12.50885865;9.9475686;0;39.784604;58.5;77.215396;3.8
15/11/2015;5.1855726;20.350902;11.50292355;9.4999572;0;51.718952;73.1;94.481048;2.5
16/11/2015;6.4340724;20.156304;11.739087;9.3355974;0.2;48.29736;77.2;100;3.8
17/11/2015;5.0923704;18.466374;12.29725466;9.52326;0;56.913176;75.3;93.686824;5.5
18/11/2015;15.004578;18.876054;16.61278538;9.3545586;3.4;57.35;66.4;75.45;5.7
19/11/2015;14.287638;17.544594;16.14954825;7.3245456;0;58.35;68.4;78.45;4.9
20/11/2015;14.62;14.77;14.695;5.3583372;0;50.1;64.1;78.1;6
21/11/2015;5.953;15.28;9.3881875;7.00119;0.4;48.6;60.4;72.2;8.4
22/11/2015;1.422;7.81;4.599291667;8.8406766;0;44.48;52.7;60.92;7.5
23/11/2015;-3.597;9.49;3.185916667;9.061263;0;34.34;55.1;75.86;6.1
24/11/2015;-3.808;10.11;4.009791667;8.6801076;0;26.77;50.9;75.03;5.7
25/11/2015;5.59;11.41;9.099104167;2.3857074;0;62.17;70.4;78.63;5.2
26/11/2015;5.912;11.21;8.2136875;8.7575508;0;39.12;46.7;54.28;7.9
27/11/2015;-2.1;10.85;6.003333333;8.7902442;0;37.41;54.8;72.19;6.4
28/11/2015;5.665;12.87;8.819208333;7.7141016;0;52.49;61.3;70.11;6.2
29/11/2015;6.025;12.75;9.7104375;8.7918498;0;58.9;65.3;71.7;5.4
30/11/2015;3.272;14.58;10.47114363;8.370783;0;51.59528;67.6;83.60472;3.9
01/12/2015;0.857;15.87;5.853395833;8.3664324;0;49.41;83.5;100;2.9
02/12/2015;-0.942;12.76;4.145729167;7.8269382;0;60.05;89.2;100;0.9
03/12/2015;1.74;11.58;7.227479167;3.9942576;0.2;70.23;86.6;100;1.1
04/12/2015;4.173;13.601424;9.630429542;6.7621572;0;55.418806;82.2;100;2.1
05/12/2015;4.097;13.19;9.140092667;4.3997436;0.6;78.57;93.2;100;1.5
06/12/2015;9.48414;11.256006;10.37986975;1.0463508;1.6;96;100.3;100;2.2
07/12/2015;10.160112;11.860284;10.85102025;1.821042;2.6;93.43764;99.8;100;2.4
08/12/2015;10.160112;11.22528;10.71339338;0.409086;26.4;100.44572;101.1;100;2.2
09/12/2015;-0.965;13.54;8.483696179;7.1713638;0;50.8;80.8;100;4.8
10/12/2015;-2.015;12.65;3.323979167;8.0976078;0;56.36;91;100;1
11/12/2015;1.645;12.35;5.7375625;7.440849;0;65.06;92.8;100;1.4
12/12/2015;-0.233;11.36;4.067854167;6.5797398;0.2;71.17;94.8;100;1.2
13/12/2015;5.209;11.72;8.050434783;4.61871;0;80.4;93.1;100;1.5
14/12/2015;5.209;11.72;8.053125;4.61871;0;80.4;93.4;100;1.9
15/12/2015;7.542;13.73;10.08675;4.2876054;0;76.23;96.2;100;1
16/12/2015;9.57;10.45;10.05958333;0.7676856;0.4;99.7;99.9;100;0.9
17/12/2015;6.336;16.12;9.86875;5.3072424;0.2;99.9;102.9;100;0.7
18/12/2015;6.472;10.26;9.011125;1.3766598;0;105.3;107;100;0.4
19/12/2015;4.815;13.28;9.461125;3.8632248;0;100.1;102.7;100;0.9
20/12/2015;4.607;10.24;8.528229167;1.2762072;0.2;100.4;101.3;100;2.9
21/12/2015;10.14;12.88;11.89666667;1.5580602;2.8;101.5;101.8;100;1.1
22/12/2015;9.94;12.28;11.18270833;1.435644;0.2;100.2;101.4;100;2.1
23/12/2015;9.73;14.39;11.345625;5.040675;0;91.1;99.9;100;1.4
24/12/2015;10.04;13.67;11.41229167;1.9465848;0.2;88.9;98.9;100;2.5
25/12/2015;11.03;13.35;12.06270833;1.7520822;0.2;99.5;100.5;100;1.7
26/12/2015;11.04;12.4;11.56729167;1.6683444;0;97.8;100.1;100;1.5
27/12/2015;10.76;12.76;11.434375;1.8925164;0;98.3;99.9;100;1.7
28/12/2015;10.76;12.27;11.22645833;1.6750494;0.2;91.8;97.1;100;4.3
29/12/2015;5.161;12.6;9.3850625;1.8130788;3.6;100;100.2;100;2.1
30/12/2015;4.565;12.37;7.582125;5.8608288;0.2;73.96;95.9;100;1.7
31/12/2015;8.59;9.83;9.143541667;0.4684914;17.6;100.1;100.5;100;1.3
01/01/2016;7.716;11.42;8.831770833;0.3484836;11.2;100.5;100.8;100;2.5
02/01/2016;7.502;11.37;9.5015;2.467872;10.2;73.62;88.4;100;4.5
03/01/2016;5.034;9.16;6.996854167;3.7679436;2.2;74.26;90.9;100;1.1
04/01/2016;6.012;11.42;8.769541667;3.6880308;1.8;74.64;88.4;100;2.5
05/01/2016;4.645;9.95;7.864833333;3.1440798;0.4;67.2;78.7;90.2;3.3
06/01/2016;4.546;9.79;6.746145833;2.859822;0;70.24;86;100;2.8
07/01/2016;5.755;15.81;9.152854167;5.3912196;4.8;70.31;92.1;100;1.8
08/01/2016;5.894;12.32;8.976;3.6678492;0;87.6;96.8;100;1
09/01/2016;3.893;13.6;8.100791667;3.4329618;0;86.8;99.2;100;0.8
10/01/2016;4.768;12.14;8.103791667;3.9934278;0.2;98.5;100.2;100;0.9
11/01/2016;6.283;12.86;8.9698125;7.1129376;4;53.78;81.2;100;6.2
12/01/2016;4.174;9.37;7.207458333;6.56226;3.2;61.2;74.7;88.2;7.9
13/01/2016;1.437;9.03;4.913666667;8.0075088;0;58.33;79;99.67;3.8
14/01/2016;2.735;9.8;5.476395833;3.3198534;0.6;63.22;87.6;100;2.6
15/01/2016;2.136;8.24;4.497895833;7.8542838;0;46.48;64.3;82.12;6.3
16/01/2016;2.045;6.04;3.4511875;8.7058314;0;39.74;50.8;61.86;9.2
17/01/2016;-3.099;8.29;2.9148125;8.568414;0;43.32;61.7;80.08;4.6
18/01/2016;-4.025;1.759;-0.373625;1.2145698;0;69.36;89.8;100;1
19/01/2016;-0.186;6.201;2.766875;5.3496882;10.8;99.1;99.9;100;0.7
20/01/2016;2.984;8.48;5.2099375;3.9908376;0;100.1;100.3;100;0.8
21/01/2016;-0.993;9.51;2.70175;7.820658;0.2;75.71;98.6;100;1.2
22/01/2016;0.378;7.184;3.797229167;2.591316;1.2;86.8;97.7;100;0.6
23/01/2016;-0.555;13.91;6.00625;6.6792294;0;70.13;97;100;1.4
24/01/2016;-1.23;11.25;4.152354167;6.5234286;0.4;76.52;96.1;100;1
25/01/2016;5.261;8.35;7.0670625;1.1568294;0.6;99.5;100.1;100;0.7
26/01/2016;7.936;11.84;9.21125;3.130155;0;88.8;98.5;100;0.6
27/01/2016;8.15;9.7;8.742291667;1.875501;0;97.6;99.5;100;1.8
28/01/2016;8.72;11.33;10.03104167;0.7765974;1;99.8;100.3;100;2.7
29/01/2016;4.228;15.47;10.28670833;7.049673;0.2;58.9;86.9;100;4
30/01/2016;1.446;13.69;8.266979167;8.8251498;0;55.06;82.3;100;3
31/01/2016;10.31;15.11;12.59979167;2.714805;0;73.19;78;82.81;7.5
01/02/2016;7.766;15.87;13.59220833;9.2284182;0;59.92;68.8;77.68;6.4
02/02/2016;5.943;14.79;10.3538125;7.406541;0;60.16;78.6;97.04;4.8
03/02/2016;5.784;12.07;9.82;9.291402;0;44.6;61.8;79;7.2
04/02/2016;3.468;9.61;6.873166667;10.661256;0;51.34;61.6;71.86;6.9
05/02/2016;3.003;17.88;9.319729167;10.7870886;0;46.35;77.9;100;3.4
06/02/2016;7.479;12.36;10.20372917;3.6241794;27.4;85.1;97.4;100;6.7
07/02/2016;6.415;10.9;9.000083333;4.7019726;11.8;61.47;82.1;100;5.6
08/02/2016;4.052;17.1;10.52435417;9.635625;0;47.18;72;96.82;3.9
09/02/2016;3.254;11;7.138833333;3.2170878;8;66.55;95.1;100;3
10/02/2016;2.502;8.78;5.314458333;8.4313116;0.2;59.45;79.9;100;3.6
11/02/2016;2.192;8.6;5.330916667;6.6626334;0.4;69.02;85.7;100;2.1
12/02/2016;0.979;9.87;5.722354167;2.5416882;19;76.73;95.4;100;2.1
13/02/2016;4.194;15.7;10.44660417;8.4924162;2.8;46.23;75.2;100;3.5
14/02/2016;5.627;12.62;8.62225;10.0133172;2;50.53;79.2;100;5.8
15/02/2016;3.85;10.25;6.580875;12.6436302;0;43.51;59.5;75.49;8.2
16/02/2016;3.437;9.06;5.189895833;12.5215074;0;47.49;56;64.51;8.1
17/02/2016;-2.419;8.6;3.17875;12.6564948;0;51.64;70.4;89.16;3.2
18/02/2016;-1.148;8.62;4.429125;5.2982478;0;63.59;79.8;96.01;2.8
19/02/2016;2.008;11.1;6.10275;13.3490286;0;32.06;55.3;78.54;4.5
20/02/2016;1.135;14.54;8.487666667;13.1983524;0;48.25;65.6;82.95;3.3
21/02/2016;1.727;20.43;10.45239583;13.5052128;0;48.26;80.6;100;1.9
22/02/2016;7.595;12.81;9.910041667;4.4523936;0.6;61.99;90.4;100;3.1
23/02/2016;10.14;14.3;11.52479167;7.856055;0;63.2;72.6;82;5.6
24/02/2016;5.296;15.66;11.17629167;9.5277222;0;51.7;77.3;100;2.9
25/02/2016;1.417;13.41;8.290708333;8.7489126;0;61.79;81.2;100;3.5
26/02/2016;1.876;10.64;6.6125625;10.6086024;0.6;49.66;69.5;89.34;2.7
27/02/2016;4.224;7.232;5.681083333;0.920241;57.4;99.7;99.9;100;6.1
28/02/2016;4.044;10.9;6.746979167;7.1305002;0.8;63.89;92.7;100;4.7
29/02/2016;5.346;8.68;6.827875;12.0542994;0;56.9;62.7;68.5;8.9
01/03/2016;2.64;11.94;7.0879375;12.873618;0;33.26;51.8;70.34;9.7
02/03/2016;5.236;14.35;9.689166667;8.8500312;1.6;54.84;73.2;91.56;8.2
